State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Pennsylvania,PA,42,1990,2.14,272.31,100,83.89
Pennsylvania,PA,42,1991,1.35,276,101.35,85.03
Pennsylvania,PA,42,1992,1.6,280.42,102.98,86.39
Pennsylvania,PA,42,1993,0.99,283.2,104,87.25
Pennsylvania,PA,42,1994,0.15,283.62,104.15,87.37
Pennsylvania,PA,42,1995,0.92,286.24,105.11,88.18
Pennsylvania,PA,42,1996,1.69,291.07,106.89,89.67
Pennsylvania,PA,42,1997,1.36,295.01,108.34,90.89
Pennsylvania,PA,42,1998,2.76,303.17,111.33,93.4
Pennsylvania,PA,42,1999,2.43,310.54,114.04,95.67
Pennsylvania,PA,42,2000,4.53,324.6,119.2,100
Pennsylvania,PA,42,2001,6.1,344.41,126.47,106.1
Pennsylvania,PA,42,2002,5.59,363.67,133.55,112.04
Pennsylvania,PA,42,2003,4.63,380.51,139.73,117.22
Pennsylvania,PA,42,2004,9.68,417.33,153.25,128.57
Pennsylvania,PA,42,2005,11.81,466.62,171.35,143.75
Pennsylvania,PA,42,2006,7.76,502.84,184.65,154.91
Pennsylvania,PA,42,2007,2.39,514.87,189.07,158.62
Pennsylvania,PA,42,2008,-0.88,510.32,187.4,157.22
Pennsylvania,PA,42,2009,-3.36,493.16,181.1,151.93
Pennsylvania,PA,42,2010,-2.56,480.52,176.46,148.04
Pennsylvania,PA,42,2011,-2.41,468.96,172.21,144.47
Pennsylvania,PA,42,2012,-1.74,460.8,169.22,141.96
Pennsylvania,PA,42,2013,0.78,464.39,170.53,143.06
Pennsylvania,PA,42,2014,1.9,473.21,173.77,145.78
Pennsylvania,PA,42,2015,2.26,483.9,177.7,149.08
Pennsylvania,PA,42,2016,2.44,495.72,182.04,152.72
Pennsylvania,PA,42,2017,3.63,513.72,188.65,158.26
Pennsylvania,PA,42,2018,4.36,536.12,196.88,165.16
Pennsylvania,PA,42,2019,3.94,557.25,204.63,171.67
Pennsylvania,PA,42,2020,3.5,576.77,211.8,177.69
Pennsylvania,PA,42,2021,9.87,633.69,232.71,195.22
Pennsylvania,PA,42,2022,13.11,716.74,263.2,220.81
Pennsylvania,PA,42,2023,7.34,769.36,282.53,237.02
Rhode Island,RI,44,1975,.,100,25.32,23.07
Rhode Island,RI,44,1976,3.96,103.96,26.32,23.99
Rhode Island,RI,44,1977,8.01,112.29,28.43,25.91
Rhode Island,RI,44,1978,13.84,127.83,32.37,29.49
Rhode Island,RI,44,1979,12.14,143.35,36.3,33.07
Rhode Island,RI,44,1980,8.27,155.21,39.3,35.81
Rhode Island,RI,44,1981,2.82,159.58,40.41,36.82
Rhode Island,RI,44,1982,3.5,165.18,41.83,38.11
Rhode Island,RI,44,1983,7.82,178.1,45.1,41.09
Rhode Island,RI,44,1984,8.99,194.12,49.16,44.79
Rhode Island,RI,44,1985,12.26,217.92,55.18,50.28
Rhode Island,RI,44,1986,19.93,261.35,66.18,60.3
Rhode Island,RI,44,1987,26.88,331.6,83.97,76.51
Rhode Island,RI,44,1988,16.28,385.57,97.64,88.96
Rhode Island,RI,44,1989,3.97,400.88,101.51,92.49
Rhode Island,RI,44,1990,-1.49,394.91,100,91.11
Rhode Island,RI,44,1991,-4.09,378.74,95.91,87.38
Rhode Island,RI,44,1992,-2.33,369.9,93.67,85.35
Rhode Island,RI,44,1993,-1.04,366.07,92.7,84.46
Rhode Island,RI,44,1994,-1.78,359.54,91.04,82.95
Rhode Island,RI,44,1995,-0.39,358.14,90.69,82.63
Rhode Island,RI,44,1996,0.81,361.05,91.43,83.3
Rhode Island,RI,44,1997,0.42,362.56,91.81,83.65
Rhode Island,RI,44,1998,3.05,373.62,94.61,86.2
Rhode Island,RI,44,1999,3.67,387.32,98.08,89.36
Rhode Island,RI,44,2000,11.9,433.42,109.75,100
Rhode Island,RI,44,2001,11.32,482.48,122.17,111.32
Rhode Island,RI,44,2002,14.54,552.63,139.94,127.51
Rhode Island,RI,44,2003,11.23,614.72,155.66,141.83
Rhode Island,RI,44,2004,18.84,730.54,184.99,168.55
Rhode Island,RI,44,2005,14.48,836.3,211.77,192.95
Rhode Island,RI,44,2006,3.94,869.27,220.12,200.56
Rhode Island,RI,44,2007,-2.71,845.69,214.15,195.12
Rhode Island,RI,44,2008,-7.3,783.98,198.52,180.88
Rhode Island,RI,44,2009,-9.68,708.06,179.3,163.37
Rhode Island,RI,44,2010,-4.55,675.87,171.15,155.94
Rhode Island,RI,44,2011,-4.71,644.01,163.08,148.59
Rhode Island,RI,44,2012,-3.83,619.35,156.83,142.9
Rhode Island,RI,44,2013,-0.16,618.34,156.58,142.67
Rhode Island,RI,44,2014,3.06,637.25,161.37,147.03
Rhode Island,RI,44,2015,4.41,665.35,168.48,153.51
Rhode Island,RI,44,2016,4.7,696.63,176.4,160.73
Rhode Island,RI,44,2017,5.9,737.7,186.8,170.21
Rhode Island,RI,44,2018,6.33,784.43,198.64,180.99
Rhode Island,RI,44,2019,4.41,819.03,207.4,188.97
Rhode Island,RI,44,2020,4.28,854.12,216.28,197.07
Rhode Island,RI,44,2021,13.4,968.54,245.26,223.46
Rhode Island,RI,44,2022,15.97,1123.19,284.42,259.15
Rhode Island,RI,44,2023,9.62,1231.24,311.78,284.08
South Carolina,SC,45,1975,.,100,44.49,31.64
South Carolina,SC,45,1976,4.78,104.78,46.61,33.15
South Carolina,SC,45,1977,6.6,111.7,49.69,35.34
South Carolina,SC,45,1978,9.56,122.38,54.44,38.72
South Carolina,SC,45,1979,10.84,135.64,60.34,42.91
South Carolina,SC,45,1980,9.57,148.62,66.12,47.02
South Carolina,SC,45,1981,10.47,164.17,73.04,51.94
South Carolina,SC,45,1982,2.95,169.01,75.19,53.47
South Carolina,SC,45,1983,3.22,174.45,77.61,55.19
South Carolina,SC,45,1984,3.13,179.9,80.03,56.92
South Carolina,SC,45,1985,3.88,186.88,83.14,59.13
South Carolina,SC,45,1986,3.32,193.09,85.9,61.09
South Carolina,SC,45,1987,4.08,200.96,89.4,63.58
South Carolina,SC,45,1988,4.51,210.03,93.44,66.45
South Carolina,SC,45,1989,3.86,218.13,97.04,69.01
South Carolina,SC,45,1990,3.05,224.78,100,71.12
South Carolina,SC,45,1991,2.28,229.91,102.28,72.74
South Carolina,SC,45,1992,2.05,234.62,104.37,74.23
South Carolina,SC,45,1993,1.59,238.35,106.04,75.41
South Carolina,SC,45,1994,2.2,243.6,108.37,77.07
South Carolina,SC,45,1995,3.73,252.69,112.42,79.95
South Carolina,SC,45,1996,3.91,262.58,116.81,83.07
South Carolina,SC,45,1997,4.39,274.09,121.94,86.72
South Carolina,SC,45,1998,4.42,286.2,127.32,90.55
South Carolina,SC,45,1999,4.71,299.69,133.32,94.82
South Carolina,SC,45,2000,5.47,316.07,140.61,100
South Carolina,SC,45,2001,5.04,331.99,147.69,105.04
South Carolina,SC,45,2002,2.67,340.86,151.64,107.84
South Carolina,SC,45,2003,1.94,347.46,154.58,109.93
South Carolina,SC,45,2004,4.08,361.63,160.88,114.41
South Carolina,SC,45,2005,7.5,388.74,172.94,122.99
South Carolina,SC,45,2006,7.58,418.21,186.05,132.31
South Carolina,SC,45,2007,3.97,434.82,193.44,137.57
South Carolina,SC,45,2008,0.6,437.44,194.6,138.4
South Carolina,SC,45,2009,-3,424.31,188.76,134.24
South Carolina,SC,45,2010,-5.48,401.05,178.42,126.89
South Carolina,SC,45,2011,-3.99,385.06,171.3,121.83
South Carolina,SC,45,2012,-2.05,377.16,167.79,119.33
South Carolina,SC,45,2013,0.5,379.03,168.62,119.92
South Carolina,SC,45,2014,2.88,389.95,173.48,123.37
South Carolina,SC,45,2015,4.57,407.77,181.4,129.01
South Carolina,SC,45,2016,4.69,426.91,189.92,135.07
South Carolina,SC,45,2017,5.56,450.65,200.48,142.58
South Carolina,SC,45,2018,5.92,477.33,212.35,151.02
South Carolina,SC,45,2019,5.09,501.63,223.16,158.71
South Carolina,SC,45,2020,3.45,518.94,230.86,164.19
South Carolina,SC,45,2021,11.58,579.04,257.6,183.2
South Carolina,SC,45,2022,19.53,692.13,307.91,218.98
South Carolina,SC,45,2023,9.68,759.14,337.72,240.18
South Dakota,SD,46,1975,.,100,52.53,33.56
South Dakota,SD,46,1976,0.03,100.03,52.54,33.56
South Dakota,SD,46,1977,10.99,111.02,58.32,37.25
South Dakota,SD,46,1978,11.68,123.99,65.13,41.61
South Dakota,SD,46,1979,13.25,140.42,73.76,47.12
South Dakota,SD,46,1980,6.41,149.42,78.49,50.14
South Dakota,SD,46,1981,-2.83,145.19,76.27,48.72
South Dakota,SD,46,1982,13.11,164.22,86.26,55.1
South Dakota,SD,46,1983,-6.85,152.98,80.36,51.33
South Dakota,SD,46,1984,12.59,172.24,90.48,57.8
South Dakota,SD,46,1985,-0.47,171.43,90.05,57.53
South Dakota,SD,46,1986,2.62,175.93,92.41,59.04
South Dakota,SD,46,1987,2.95,181.13,95.15,60.78
South Dakota,SD,46,1988,-2.29,176.97,92.96,59.39
South Dakota,SD,46,1989,3.16,182.57,95.9,61.26
South Dakota,SD,46,1990,4.27,190.37,100,63.88
South Dakota,SD,46,1991,4.3,198.56,104.3,66.63
South Dakota,SD,46,1992,5.07,208.62,109.59,70.01
South Dakota,SD,46,1993,6.39,221.95,116.59,74.48
South Dakota,SD,46,1994,6.18,235.65,123.79,79.08
South Dakota,SD,46,1995,5.11,247.69,130.11,83.12
South Dakota,SD,46,1996,3.6,256.62,134.8,86.11
South Dakota,SD,46,1997,4.03,266.95,140.23,89.58
South Dakota,SD,46,1998,3.18,275.43,144.68,92.42
South Dakota,SD,46,1999,3.15,284.09,149.23,95.33
South Dakota,SD,46,2000,4.9,298.01,156.54,100
South Dakota,SD,46,2001,4.18,310.48,163.09,104.18
South Dakota,SD,46,2002,3.53,321.43,168.84,107.86
South Dakota,SD,46,2003,2.41,329.19,172.92,110.46
South Dakota,SD,46,2004,5.45,347.12,182.34,116.48
South Dakota,SD,46,2005,6.93,371.16,194.97,124.55
South Dakota,SD,46,2006,4.91,389.38,204.54,130.66
South Dakota,SD,46,2007,3.63,403.51,211.96,135.4
South Dakota,SD,46,2008,2.1,411.97,216.41,138.24
South Dakota,SD,46,2009,-0.07,411.69,216.26,138.15
South Dakota,SD,46,2010,-1.27,406.47,213.52,136.39
South Dakota,SD,46,2011,-0.14,405.88,213.21,136.2
South Dakota,SD,46,2012,1.17,410.62,215.7,137.79
South Dakota,SD,46,2013,3.05,423.13,222.27,141.99
South Dakota,SD,46,2014,3.34,437.27,229.69,146.73
South Dakota,SD,46,2015,3.55,452.79,237.85,151.94
South Dakota,SD,46,2016,4.45,472.95,248.44,158.7
South Dakota,SD,46,2017,5.07,496.93,261.03,166.75
South Dakota,SD,46,2018,4.65,520.03,273.17,174.5
South Dakota,SD,46,2019,4.36,542.72,285.09,182.12
South Dakota,SD,46,2020,2.94,558.69,293.47,187.47
South Dakota,SD,46,2021,11.15,620.99,326.2,208.38
South Dakota,SD,46,2022,17.31,728.49,382.67,244.45
South Dakota,SD,46,2023,7.69,784.52,412.1,263.25
Tennessee,TN,47,1975,.,100,46.56,32.57
Tennessee,TN,47,1976,2.42,102.42,47.68,33.36
Tennessee,TN,47,1977,9.97,112.62,52.44,36.69
Tennessee,TN,47,1978,11.67,125.76,58.55,40.97
Tennessee,TN,47,1979,9.08,137.19,63.87,44.69
Tennessee,TN,47,1980,7.31,147.21,68.54,47.95
Tennessee,TN,47,1981,3.35,152.14,70.83,49.56
Tennessee,TN,47,1982,-0.07,152.03,70.78,49.52
Tennessee,TN,47,1983,9.16,165.96,77.27,54.06
Tennessee,TN,47,1984,1.26,168.05,78.24,54.74
Tennessee,TN,47,1985,8.67,182.63,85.03,59.49
Tennessee,TN,47,1986,5.59,192.83,89.78,62.81
Tennessee,TN,47,1987,5.82,204.05,95,66.47
Tennessee,TN,47,1988,3.27,210.71,98.11,68.64
Tennessee,TN,47,1989,1.45,213.78,99.53,69.64
Tennessee,TN,47,1990,0.47,214.78,100,69.96
Tennessee,TN,47,1991,0.96,216.84,100.96,70.63
Tennessee,TN,47,1992,2.21,221.64,103.19,72.2
Tennessee,TN,47,1993,2.69,227.6,105.97,74.14
Tennessee,TN,47,1994,4.54,237.94,110.78,77.5
Tennessee,TN,47,1995,6.3,252.92,117.75,82.38
Tennessee,TN,47,1996,4.53,264.37,123.09,86.12
Tennessee,TN,47,1997,4.67,276.71,128.83,90.14
Tennessee,TN,47,1998,4.05,287.91,134.05,93.78
Tennessee,TN,47,1999,3.15,297,138.28,96.74
Tennessee,TN,47,2000,3.37,307,142.93,100
Tennessee,TN,47,2001,3.78,318.62,148.34,103.78
Tennessee,TN,47,2002,2.32,326.01,151.79,106.19
Tennessee,TN,47,2003,1.77,331.78,154.47,108.07
Tennessee,TN,47,2004,3.69,344.02,160.17,112.06
Tennessee,TN,47,2005,6.51,366.42,170.6,119.36
Tennessee,TN,47,2006,7.2,392.82,182.89,127.95
Tennessee,TN,47,2007,4.09,408.89,190.37,133.19
Tennessee,TN,47,2008,0.19,409.69,190.74,133.45
Tennessee,TN,47,2009,-2.43,399.72,186.1,130.2
Tennessee,TN,47,2010,-3.5,385.75,179.6,125.65
Tennessee,TN,47,2011,-2.67,375.45,174.8,122.3
Tennessee,TN,47,2012,-1.01,371.65,173.03,121.06
Tennessee,TN,47,2013,1.54,377.38,175.7,122.93
Tennessee,TN,47,2014,4.17,393.13,183.03,128.05
Tennessee,TN,47,2015,4.43,410.55,191.14,133.73
Tennessee,TN,47,2016,5.74,434.13,202.12,141.41
Tennessee,TN,47,2017,7.02,464.61,216.31,151.34
Tennessee,TN,47,2018,7.15,497.81,231.77,162.15
Tennessee,TN,47,2019,5.59,525.63,244.73,171.22
Tennessee,TN,47,2020,4.37,548.61,255.42,178.7
Tennessee,TN,47,2021,14,625.38,291.17,203.71
Tennessee,TN,47,2022,21.37,759.06,353.41,247.25
Tennessee,TN,47,2023,7.37,815.04,379.47,265.49
Texas,TX,48,1975,.,100,49.04,36.09
Texas,TX,48,1976,8.46,108.46,53.19,39.14
Texas,TX,48,1977,13.03,122.59,60.12,44.24
Texas,TX,48,1978,14.53,140.41,68.85,50.67
Texas,TX,48,1979,16.27,163.24,80.05,58.91
Texas,TX,48,1980,11.19,181.52,89.01,65.51
Texas,TX,48,1981,8.29,196.57,96.39,70.94
Texas,TX,48,1982,7.5,211.3,103.62,76.25
Texas,TX,48,1983,4.49,220.79,108.27,79.68
Texas,TX,48,1984,1.55,224.22,109.96,80.92
Texas,TX,48,1985,-0.5,223.09,109.4,80.51
Texas,TX,48,1986,1.1,225.54,110.6,81.39
Texas,TX,48,1987,-6,212,103.96,76.51
Texas,TX,48,1988,-6.06,199.14,97.66,71.87
Texas,TX,48,1989,1,201.14,98.64,72.59
Texas,TX,48,1990,1.38,203.92,100,73.59
Texas,TX,48,1991,2.04,208.07,102.04,75.09
Texas,TX,48,1992,2.94,214.19,105.04,77.3
Texas,TX,48,1993,2.24,219,107.39,79.03
Texas,TX,48,1994,1.96,223.3,109.5,80.58
Texas,TX,48,1995,1.57,226.8,111.22,81.85
Texas,TX,48,1996,2.32,232.05,113.8,83.74
Texas,TX,48,1997,2.17,237.09,116.27,85.56
Texas,TX,48,1998,4.2,247.04,121.15,89.15
Texas,TX,48,1999,4.9,259.16,127.09,93.53
Texas,TX,48,2000,6.92,277.1,135.89,100
Texas,TX,48,2001,5.88,293.38,143.87,105.88
Texas,TX,48,2002,3.08,302.41,148.3,109.13
Texas,TX,48,2003,2.05,308.61,151.34,111.37
Texas,TX,48,2004,2.25,315.56,154.75,113.88
Texas,TX,48,2005,4.51,329.79,161.72,119.01
Texas,TX,48,2006,5.91,349.28,171.28,126.05
Texas,TX,48,2007,4.83,366.15,179.56,132.14
Texas,TX,48,2008,1.48,371.58,182.22,134.1
Texas,TX,48,2009,-0.42,370.02,181.45,133.53
Texas,TX,48,2010,-1.44,364.68,178.84,131.61
Texas,TX,48,2011,-1.43,359.47,176.28,129.73
Texas,TX,48,2012,0.91,362.74,177.89,130.91
Texas,TX,48,2013,4.14,377.74,185.24,136.32
Texas,TX,48,2014,7.65,406.64,199.41,146.75
Texas,TX,48,2015,6.71,433.9,212.78,156.59
Texas,TX,48,2016,6.97,464.13,227.6,167.5
Texas,TX,48,2017,7.06,496.9,243.67,179.32
Texas,TX,48,2018,6.08,527.1,258.48,190.22
Texas,TX,48,2019,4.54,551.02,270.22,198.85
Texas,TX,48,2020,3.22,568.79,278.93,205.27
Texas,TX,48,2021,12.44,639.56,313.63,230.8
Texas,TX,48,2022,18.51,757.93,371.68,273.52
Texas,TX,48,2023,4.7,793.54,389.14,286.37
Utah,UT,49,1975,.,100,47.33,24.43
Utah,UT,49,1976,11.01,111.01,52.54,27.12
Utah,UT,49,1977,15.03,127.69,60.44,31.2
Utah,UT,49,1978,17.46,149.99,70.99,36.64
Utah,UT,49,1979,15.08,172.61,81.7,42.17
Utah,UT,49,1980,4.46,180.3,85.34,44.05
Utah,UT,49,1981,7.98,194.69,92.15,47.56
Utah,UT,49,1982,2.02,198.62,94.01,48.52
Utah,UT,49,1983,2.13,202.86,96.02,49.56
Utah,UT,49,1984,0.43,203.73,96.43,49.77
Utah,UT,49,1985,2.14,208.09,98.49,50.84
Utah,UT,49,1986,0.96,210.1,99.44,51.33
Utah,UT,49,1987,-1.67,206.58,97.78,50.47
Utah,UT,49,1988,-3.14,200.08,94.7,48.88
Utah,UT,49,1989,2.16,204.41,96.75,49.94
Utah,UT,49,1990,3.36,211.27,100,51.62
Utah,UT,49,1991,5.43,222.74,105.43,54.42
Utah,UT,49,1992,5.09,234.08,110.8,57.19
Utah,UT,49,1993,11.01,259.85,122.99,63.48
Utah,UT,49,1994,13.52,294.97,139.62,72.06
Utah,UT,49,1995,14.21,336.9,159.46,82.31
Utah,UT,49,1996,6.9,360.14,170.46,87.98
Utah,UT,49,1997,6.51,383.59,181.56,93.71
Utah,UT,49,1998,3.62,397.46,188.13,97.1
Utah,UT,49,1999,1.36,402.86,190.68,98.42
Utah,UT,49,2000,1.6,409.32,193.74,100
Utah,UT,49,2001,3.31,422.87,200.15,103.31
Utah,UT,49,2002,0.77,426.12,201.69,104.1
Utah,UT,49,2003,0.35,427.63,202.41,104.47
Utah,UT,49,2004,2.71,439.2,207.88,107.3
Utah,UT,49,2005,9.96,482.95,228.59,117.99
Utah,UT,49,2006,16.01,560.25,265.18,136.87
Utah,UT,49,2007,11.53,624.85,295.76,152.66
Utah,UT,49,2008,-0.64,620.83,293.85,151.67
Utah,UT,49,2009,-8.59,567.48,268.6,138.64
Utah,UT,49,2010,-7.48,525.02,248.5,128.27
Utah,UT,49,2011,-5.47,496.28,234.9,121.24
Utah,UT,49,2012,0.92,500.85,237.07,122.36
Utah,UT,49,2013,6.49,533.35,252.45,130.3
Utah,UT,49,2014,6.8,569.63,269.62,139.16
Utah,UT,49,2015,4.78,596.85,282.5,145.81
Utah,UT,49,2016,7.47,641.42,303.6,156.7
Utah,UT,49,2017,8.81,697.9,330.33,170.5
Utah,UT,49,2018,9,760.71,360.06,185.85
Utah,UT,49,2019,7.47,817.53,386.96,199.73
Utah,UT,49,2020,5.43,861.91,407.96,210.57
Utah,UT,49,2021,18.77,1023.72,484.55,250.1
Utah,UT,49,2022,20.14,1229.94,582.16,300.48
Utah,UT,49,2023,0.58,1237.04,585.52,302.22
Vermont,VT,50,1975,.,100,33.84,29.12
Vermont,VT,50,1976,5.39,105.39,35.67,30.69
Vermont,VT,50,1977,3.56,109.14,36.93,31.78
Vermont,VT,50,1978,16.48,127.12,43.02,37.01
Vermont,VT,50,1979,3.65,131.76,44.59,38.37
Vermont,VT,50,1980,12.02,147.6,49.95,42.98
Vermont,VT,50,1981,1.38,149.64,50.64,43.57
Vermont,VT,50,1982,5.17,157.38,53.26,45.83
Vermont,VT,50,1983,3.48,162.86,55.11,47.42
Vermont,VT,50,1984,9.46,178.26,60.32,51.91
Vermont,VT,50,1985,6.83,190.44,64.45,55.45
Vermont,VT,50,1986,9,207.59,70.25,60.44
Vermont,VT,50,1987,12.53,233.6,79.05,68.02
Vermont,VT,50,1988,15.92,270.78,91.63,78.84
Vermont,VT,50,1989,8.29,293.23,99.23,85.38
Vermont,VT,50,1990,0.78,295.5,100,86.04
Vermont,VT,50,1991,-1.63,290.7,98.37,84.64
Vermont,VT,50,1992,-0.23,290.03,98.15,84.45
Vermont,VT,50,1993,0.15,290.47,98.3,84.58
Vermont,VT,50,1994,0.21,291.07,98.5,84.75
Vermont,VT,50,1995,1.04,294.09,99.52,85.63
Vermont,VT,50,1996,0.84,296.57,100.36,86.35
Vermont,VT,50,1997,0.67,298.56,101.03,86.93
Vermont,VT,50,1998,1.81,303.95,102.86,88.5
Vermont,VT,50,1999,3.95,315.96,106.92,92
Vermont,VT,50,2000,8.7,343.44,116.22,100
Vermont,VT,50,2001,6.54,365.91,123.83,106.54
Vermont,VT,50,2002,6.01,387.91,131.27,112.95
Vermont,VT,50,2003,5.34,408.63,138.28,118.98
Vermont,VT,50,2004,12.8,460.93,155.98,134.21
Vermont,VT,50,2005,14.45,527.54,178.52,153.6
Vermont,VT,50,2006,7.96,569.55,192.74,165.84
Vermont,VT,50,2007,2.04,581.19,196.68,169.23
Vermont,VT,50,2008,-0.29,579.53,196.12,168.74
Vermont,VT,50,2009,-3.27,560.6,189.71,163.23
Vermont,VT,50,2010,-1.9,549.94,186.1,160.13
Vermont,VT,50,2011,-1.04,544.23,184.17,158.46
Vermont,VT,50,2012,-0.72,540.31,182.84,157.32
Vermont,VT,50,2013,-0.37,538.31,182.17,156.74
Vermont,VT,50,2014,0.26,539.73,182.65,157.15
Vermont,VT,50,2015,1.43,547.43,185.25,159.4
Vermont,VT,50,2016,1.14,553.69,187.37,161.22
Vermont,VT,50,2017,2.73,568.79,192.48,165.62
Vermont,VT,50,2018,3.18,586.91,198.61,170.89
Vermont,VT,50,2019,3.77,609.05,206.11,177.34
Vermont,VT,50,2020,3.36,629.54,213.04,183.31
Vermont,VT,50,2021,12.27,706.82,239.19,205.81
Vermont,VT,50,2022,16.17,821.12,277.87,239.09
Vermont,VT,50,2023,12.94,927.34,313.82,270.02
Virginia,VA,51,1975,.,100,35.91,29.28
Virginia,VA,51,1976,3.48,103.48,37.16,30.3
Virginia,VA,51,1977,8.86,112.65,40.45,32.99
Virginia,VA,51,1978,11.98,126.14,45.29,36.94
Virginia,VA,51,1979,9.43,138.03,49.56,40.42
Virginia,VA,51,1980,11.51,153.93,55.27,45.07
Virginia,VA,51,1981,4.58,160.97,57.8,47.14
Virginia,VA,51,1982,-0.46,160.23,57.53,46.92
Virginia,VA,51,1983,11.09,178,63.91,52.12
Virginia,VA,51,1984,4.86,186.65,67.02,54.66
Virginia,VA,51,1985,5.65,197.2,70.81,57.75
Virginia,VA,51,1986,4.67,206.4,74.11,60.44
Virginia,VA,51,1987,8.28,223.49,80.25,65.44
Virginia,VA,51,1988,14.05,254.89,91.52,74.64
Virginia,VA,51,1989,8.19,275.78,99.02,80.76
Virginia,VA,51,1990,0.99,278.5,100,81.55
Virginia,VA,51,1991,-0.56,276.95,99.44,81.1
Virginia,VA,51,1992,0.82,279.23,100.26,81.77
Virginia,VA,51,1993,0.15,279.65,100.41,81.89
Virginia,VA,51,1994,0.73,281.7,101.15,82.49
Virginia,VA,51,1995,1.41,285.66,102.57,83.65
Virginia,VA,51,1996,1.75,290.66,104.37,85.12
Virginia,VA,51,1997,2.03,296.56,106.48,86.84
Virginia,VA,51,1998,2.03,302.58,108.65,88.61
Virginia,VA,51,1999,4.27,315.52,113.29,92.39
Virginia,VA,51,2000,8.23,341.49,122.62,100
Virginia,VA,51,2001,8.13,369.26,132.59,108.13
Virginia,VA,51,2002,7.75,397.87,142.86,116.51
Virginia,VA,51,2003,5.71,420.61,151.03,123.17
Virginia,VA,51,2004,14.17,480.19,172.42,140.62
Virginia,VA,51,2005,20.09,576.66,207.06,168.86
Virginia,VA,51,2006,10.33,636.21,228.44,186.3
Virginia,VA,51,2007,1.62,646.5,232.14,189.32
Virginia,VA,51,2008,-4.64,616.48,221.36,180.53
Virginia,VA,51,2009,-6.75,574.9,206.42,168.35
Virginia,VA,51,2010,-4.34,549.96,197.47,161.05
Virginia,VA,51,2011,-2.93,533.83,191.68,156.32
Virginia,VA,51,2012,-1.22,527.33,189.34,154.42
Virginia,VA,51,2013,1.24,533.86,191.69,156.33
Virginia,VA,51,2014,3.07,550.22,197.57,161.12
Virginia,VA,51,2015,2.42,563.56,202.35,165.03
Virginia,VA,51,2016,2.23,576.13,206.87,168.71
Virginia,VA,51,2017,3.17,594.4,213.43,174.06
Virginia,VA,51,2018,3.64,616.06,221.21,180.4
Virginia,VA,51,2019,3.9,640.1,229.84,187.44
Virginia,VA,51,2020,3.25,660.93,237.32,193.54
Virginia,VA,51,2021,9.51,723.77,259.88,211.94
Virginia,VA,51,2022,14.1,825.8,296.52,241.82
Virginia,VA,51,2023,7.7,889.42,319.36,260.45
Washington,WA,53,1975,.,100,27.9,18.1
Washington,WA,53,1976,14.49,114.49,31.95,20.73
Washington,WA,53,1977,19.13,136.4,38.06,24.69
Washington,WA,53,1978,23.45,168.39,46.99,30.48
Washington,WA,53,1979,15.51,194.51,54.28,35.21
Washington,WA,53,1980,9.26,212.53,59.3,38.47
Washington,WA,53,1981,2.68,218.23,60.9,39.5
Washington,WA,53,1982,-13.87,187.97,52.45,34.03
Washington,WA,53,1983,16.85,219.65,61.29,39.76
Washington,WA,53,1984,3.32,226.94,63.33,41.08
Washington,WA,53,1985,2.48,232.57,64.9,42.1
Washington,WA,53,1986,2.23,237.76,66.34,43.04
Washington,WA,53,1987,2.83,244.49,68.22,44.26
Washington,WA,53,1988,5.94,259.02,72.28,46.89
Washington,WA,53,1989,15.73,299.77,83.65,54.26
Washington,WA,53,1990,19.55,358.36,100,64.87
Washington,WA,53,1991,6.43,381.39,106.43,69.04
Washington,WA,53,1992,2.89,392.43,109.5,71.04
Washington,WA,53,1993,3.4,405.77,113.23,73.45
Washington,WA,53,1994,4.1,422.41,117.87,76.47
Washington,WA,53,1995,4.17,440.04,122.79,79.66
Washington,WA,53,1996,2.53,451.18,125.9,81.67
Washington,WA,53,1997,4.31,470.63,131.33,85.19
Washington,WA,53,1998,5.48,496.41,138.52,89.86
Washington,WA,53,1999,4.59,519.19,144.88,93.98
Washington,WA,53,2000,6.4,552.42,154.15,100
Washington,WA,53,2001,5.28,581.58,162.29,105.28
Washington,WA,53,2002,3.68,602.96,168.25,109.15
Washington,WA,53,2003,2.65,618.92,172.71,112.04
Washington,WA,53,2004,9.04,674.84,188.31,122.16
Washington,WA,53,2005,16.72,787.71,219.81,142.59
Washington,WA,53,2006,15.54,910.09,253.96,164.74
Washington,WA,53,2007,6.64,970.52,270.82,175.68
Washington,WA,53,2008,-1.93,951.82,265.6,172.3
Washington,WA,53,2009,-9.66,859.88,239.95,155.66
Washington,WA,53,2010,-7.79,792.92,221.26,143.53
Washington,WA,53,2011,-6.59,740.64,206.67,134.07
Washington,WA,53,2012,-2.5,722.1,201.5,130.72
Washington,WA,53,2013,4.77,756.55,211.11,136.95
Washington,WA,53,2014,8.01,817.15,228.02,147.92
Washington,WA,53,2015,7.27,876.58,244.61,158.68
Washington,WA,53,2016,10.75,970.81,270.9,175.74
Washington,WA,53,2017,10.15,1069.36,298.4,193.58
Washington,WA,53,2018,9.15,1167.2,325.7,211.29
Washington,WA,53,2019,5.7,1233.77,344.28,223.34
Washington,WA,53,2020,5.06,1296.19,361.7,234.64
Washington,WA,53,2021,14.5,1484.13,414.14,268.66
Washington,WA,53,2022,17.21,1739.49,485.4,314.88
Washington,WA,53,2023,1.19,1760.26,491.2,318.64
