CARGO_THEFT_RECORD_TYPE,ORI,AGENCY_NAME,INCIDENT_NUMBER,INCIDENT_DATE,DATA_SOURCE,REPORT_DATE_INDICATOR,INCIDENT_HOUR,CLEARED_EXCEPTIONALLY_INDICATOR,UCR_OFFENSE_CODE_1,LOCATION_CODE_1,UCR_OFFENSE_CODE_2,LOCATION_CODE_2,UCR_OFFENSE_CODE_3,LOCATION_CODE_3,UCR_OFFENSE_CODE_4,LOCATION_CODE_4,UCR_OFFENSE_CODE_5,LOCATION_CODE_5,UCR_OFFENSE_CODE_6,LOCATION_CODE_6,UCR_OFFENSE_CODE_7,LOCATION_CODE_7,UCR_OFFENSE_CODE_8,LOCATION_CODE_8,UCR_OFFENSE_CODE_9,LOCATION_CODE_9,UCR_OFFENSE_CODE_10,LOCATION_CODE_10,WEAPON_TYPE_1,WEAPON_AUTOMATIC_INDICATOR_1,VICTIM_TYPE_1,STOLEN_PROPERTY_DESCRIPTION_1
IR,AL0380100,DOTHAN,IARBPF4 XAU,20220605,N,,6.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,N-8EPO9EK5YI,20220624,N,,14.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,O1F5EEM5HKPJ,20220127,N,,18.0,,23F,18.0,26B,8.0,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,O1SSKDP1EH9,20220607,N,,10.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,P29Y6RJNEM8O,20220503,N,,17.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,QCCS1MPUWWP2,20220911,N,,22.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,S612YUPBRLZ4,20221020,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,T36WAR91CFML,20220622,N,,1.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,-VABNPWW-FN0,20221114,N,,8.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,Y56V55SUUW0M,20220128,N,,23.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0380100,DOTHAN,ZATPV346I H,20220126,N,,10.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0410400,ST. FLORIAN,TP0YP87WB3QH,20221227,N,,16.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,0W0J4UO59LJ4,20220210,N,,17.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,280X KJNRVS,20220313,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,3902850G2FPZ,20220330,N,,7.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,3902850GKOPJ,20220312,N,,21.0,Y,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,3902850GUKP8,20220304,N,,16.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,3Y0HIYBPG7TL,20220131,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,4K0BR61OEJQK,20220413,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,6X0TDB- 3LPS,20220421,N,,9.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,7206X4N8ZURS,20220301,N,,18.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,ARB6BTF36O1W,20220716,N,,13.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,H-F841SJVQSC,20220127,N,,18.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,K BMCV6XTOZU,20220113,N,,13.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,O1FU9O82IJQI,20221127,N,,7.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,P22WGB6VDOWC,20220109,N,,10.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,-XDQ 0YPKOJJ,20220109,N,,15.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0430000,LEE,XOC66GJF9OZR,20221130,N,,17.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470000,MADISON,0Q5OH3603WHF,20220510,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,2NAEMGSABJA-,20221012,N,,11.0,,23F,20.0,26F,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,HN7FT0-A7RRX,20220605,N,,2.0,,23F,3.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,J053D166WX1H,20221201,N,,17.0,,23F,18.0,23H,18.0,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,N14W9D1N62D4,20220402,N,,22.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,OF81APM45FL-,20220516,N,,21.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,SF458BR7D0TD,20221216,N,,2.0,,23F,18.0,26B,23.0,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,VZ0LBV-LMHZJ,20221103,N,,0.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470100,HUNTSVILLE,X4EOBF-WKDZ5,20220612,N,,9.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0470400,NEW HOPE,582HYUKZLNJW,20220317,N,,6.0,,23H,19.0,290,19.0,,,,,,,,,,,,,,,,,,,,
IR,AL0470500,OWENS CROSSROADS,6IBBD0Y9OCDD,20220216,N,,13.0,,23H,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,AL0480100,DEMOPOLIS,5WCH5Z-ZBM8E,20220815,N,,14.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0480100,DEMOPOLIS,-G6MG-53KP92,20220830,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0480100,DEMOPOLIS,XY1PTD7SNHIS,20220111,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0500100,ALBERTVILLE,S9F8AB49C7T2,20221230,N,,18.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0510100,MONROEVILLE,D10X09YNZMR2,20221012,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0550100,TROY,1A00W-9EUD1A,20220523,N,,5.0,,23H,20.0,23G,20.0,,,,,,,,,,,,,,,,,,,,
IR,AL0550100,TROY,6X0TDB- MLPD,20220426,N,,12.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0550100,TROY,AI6GGBR9TQ32,20220702,N,,10.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0570000,RUSSELL,TDBBHA4JTHZS,20221224,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0580000,ST. CLAIR,2L0X 2O6KZSC,20220604,N,,17.0,,23H,8.0,250,8.0,,,,,,,,,,,,,,,,,,,,
IR,AL0580000,ST. CLAIR,96BO-PEB7C25,20221019,N,,21.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0580100,PELL CITY,3U0283HQ68PS,20220211,N,,1.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0580100,PELL CITY,5J0KO58YJ8ZJ,20220426,N,,5.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0580200,ASHVILLE,XWE3FMC71NQQ,20220816,N,,2.0,,23F,51.0,290,51.0,,,,,,,,,,,,,,,,,,,,
IR,AL0580600,MOODY,280J IO4XVSY,20220405,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0580600,MOODY,5H0UOZ86KOZL,20220311,N,,9.0,,23H,5.0,26G,9.0,,,,,,,,,,,,,,,,,,,,
IR,AL0580600,MOODY,C-EG4NG-P-53,20220908,N,,4.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0580600,MOODY,HZ8AXMIQ57NJ,20220213,N,,9.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0590100,CALERA,G61QYIHPGSA6,20220902,N,,16.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0590200,COLUMBIANA,0W0J4UH2SNJ,20220304,N,,0.0,Y,23H,7.0,26B,7.0,,,,,,,,,,,,,,,,,,,,
IR,AL0590200,COLUMBIANA,Z032ZN 7YQR,20220916,N,,15.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0590400,ALABASTER,7206X4KOBLR-,20220611,N,,6.0,,23F,18.0,280,48.0,290,18.0,,,,,,,,,,,,,,,,,,
IR,AL0590700,HELENA,4K0ZRVK IYQ-,20220113,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0590700,HELENA,E2EZNSFC8DA,20220903,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0590700,HELENA,QI43KGEMYXR6,20221209,N,,17.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0590700,HELENA,Z887HQ4O5LQF,20220906,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0600200,LIVINGSTON,0W0J4UO29NJ,20220201,N,,6.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0610100,SYLACAUGA,5H0KO58NXDZ4,20220224,N,,18.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0610200,TALLADEGA,7206X4Z8ZURS,20220503,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0610200,TALLADEGA,9EBFWHRCLAA9,20221121,N,,22.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0610200,TALLADEGA,HZF6 PYBLKP,20221010,N,,14.0,,23H,1.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0610200,TALLADEGA,OU8YRTS7KBP5,20221021,N,,15.0,,23H,37.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0610300,CHILDERSBURG,4K0BR62 IYQA,20220105,N,,12.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0620100,ALEXANDER CITY,H88D5TM-0K-3,20220112,N,,7.0,Y,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0620100,ALEXANDER CITY,IC2X5BRMDVNX,20220621,N,,12.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0620100,ALEXANDER CITY,PY9HYUWU7VZ3,20220617,N,,9.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0620100,ALEXANDER CITY,VN5H82AE04HA,20221114,N,,1.0,,23H,2.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0620100,ALEXANDER CITY,Z3AYVLEVGI7E,20220701,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0620100,ALEXANDER CITY,ZD1E0-5HZH84,20220805,N,,17.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0630200,NORTHPORT,M063AP004RF6,20220206,N,,10.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0630200,NORTHPORT,ZL7E6DYJC4SP,20220130,N,,9.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0631400,COALING,JW1OYVWCHVUC,20221030,N,,11.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640000,WALKER,K0BVS7AEKQK,20220406,N,,6.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,0W0H4U8ZLNJW,20220204,N,,23.0,,23F,3.0,23H,3.0,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,3MBALCMHUDFG,20220520,N,,15.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,5EFKPH-YBNZJ,20220504,N,,18.0,,23F,8.0,26B,8.0,280,8.0,35A,8.0,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,6QA GGPISMHF,20221215,N,,18.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,BPCVSDISEM0S,20221226,N,,13.0,,23F,20.0,26B,8.0,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,CW0H0IM5T1TC,20221203,N,,17.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,GI568ZP202YN,20220617,N,,14.0,,23F,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,HM3W3WM-52P1,20220710,N,,9.0,,23F,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,SWEDHLYX 7T4,20220620,N,,9.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,XVF4K676XDQI,20220819,N,,21.0,,23F,53.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0640100,JASPER,-Y085-J2ZF72,20221010,N,,20.0,,23F,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,AL0650300,CHATOM,-28MGSE3-NU,20220123,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0040000,BENTON,ZPP0W1F3TL2W,20220420,N,,10.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0040000,BENTON,ZPP0W1F3TW7K,20220418,N,,10.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0140100,MAGNOLIA,OZ-NJWKIZ-F3,20220826,N,,12.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0180100,WEST MEMPHIS,OZ-N28NINUF3,20220826,N,,18.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGU85U6TA,20220515,N,R,20.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGUF58C1A,20220105,N,R,1.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGUH59L A,20220301,N,R,10.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGUH59LBA,20220319,N,R,18.0,,23H,10.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGUK5I40A,20220701,N,R,23.0,,23H,46.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGUX5LC0A,20220424,N,R,18.0,,23H,10.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,2W2JGUZ5J46A,20220827,N,R,19.0,,23F,21.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0190000,CROSS,3A20DVHEP25I,20220701,N,R,15.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0370000,LAFAYETTE,ZL-J82OBRS39,20220318,N,R,12.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0460000,MILLER,I-ZL6CA60W5,20220921,N,,6.0,,23H,2.0,290,2.0,,,,,,,,,,,,,,,,,,,,
IR,AR0470000,MISSISSIPPI,2W2JGU8OID1A,20220612,N,R,15.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0470000,MISSISSIPPI,2W2JGUF ID1A,20220208,N,R,9.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0570000,POLK,8N-4KJEV429G,20220605,N,R,22.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0600000,PULASKI,P829PUP39C1A,20220825,N,,17.0,,23F,50.0,23H,50.0,,,,,,,,,,,,,,,,,,,,
IR,AR0600100,JACKSONVILLE,VS-IJDRWPU72,20220401,N,,12.0,,23F,7.0,290,7.0,,,,,,,,,,,,,,,,,,,,
IR,AR0600300,NORTH LITTLE ROCK,O226JXYJERF3,20221030,N,,9.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0600300,NORTH LITTLE ROCK,P922WG4JUOCT,20220529,N,,7.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0600300,NORTH LITTLE ROCK,VX2TYGRWRR72,20220821,N,R,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0600300,NORTH LITTLE ROCK,Z82X4IAPLR39,20220416,N,R,14.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0600300,NORTH LITTLE ROCK,Z82X4ISRL739,20220411,N,,22.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0620100,FORREST CITY,281HPH72961A,20221009,N,,10.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0620100,FORREST CITY,CT0VROSCGA8N,20220501,N,,18.0,,23H,20.0,13C,20.0,,,,,,,,,,,,,,,,,,,,
IR,AR0630000,SALINE,P922FGHQKSCT,20220803,N,,20.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0630000,SALINE,P922FGMQHSCT,20220813,N,,2.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0630000,SALINE,Z82X7ILKRF39,20220708,N,,14.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0630100,BENTON,2W2JGU8VS61A,20221025,N,,20.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0630100,BENTON,2W2JGURPZN1A,20221204,N,,6.0,,23F,5.0,280,5.0,,,,,,,,,,,,,,,,,,,,
IR,AR0680400,CHEROKEE VILLAGE,39-MQ-2C0X I,20221217,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0700000,UNION,2W2JGU7P9CJA,20221107,N,,7.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0700000,UNION,2W2JGU7ZI46A,20221030,N,,9.0,,23H,4.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0700200,SMACKOVER,ZL-J4KIBJ739,20220910,N,,9.0,,23F,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0720200,SPRINGDALE,2W20PU728C88,20221117,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0720200,SPRINGDALE,2W20PU72962W,20221231,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0720200,SPRINGDALE,2W20PU729G0I,20221216,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0720200,SPRINGDALE,2W2JPU7OLLXD,20221229,N,,3.0,,23H,13.0,240,13.0,,,,,,,,,,,,,,,,,,,,
IR,AR0730300,BEEBE,OZ-N0 5INUF3,20221208,N,,12.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AR0730300,BEEBE,VS-IJ1KWIL72,20221215,N,,9.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0020000,COCHISE,U7-9NUJHSCTD,20221128,N,,12.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0030100,FLAGSTAFF,YS2IJG1APU72,20220204,N,,12.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0030700,WILLIAMS,2W2JPU738G04,20221013,N,,0.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0030700,WILLIAMS,2W2JPU739C 8,20221213,N,,0.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,281HP48UTD1A,20221030,N,R,10.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,C60BRW3C728N,20221218,N,,13.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0A0BZM728N,20220725,N,R,7.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0A1CRM728N,20220730,N,,17.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0A1WMR728N,20220730,N,,23.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0A-A5R728N,20220708,N,,15.0,,23F,11.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0AEAMM728N,20220808,N,R,7.0,,23F,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0AEBRM728N,20220809,N,,19.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0A-FRH728N,20220706,N,,13.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0ASC3D728N,20220714,N,,17.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0ASCRC728N,20220715,N,,3.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0A-WQR728N,20220708,N,R,4.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0AYVMQ728N,20220810,N,R,8.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0I1BSM728N,20221010,N,,12.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0I1M3M728N,20221011,N,R,10.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IAC5C728N,20220905,N,,7.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IAWE-728N,20220906,N,R,6.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0I-BRM728N,20220922,N,R,11.0,,23F,18.0,290,18.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IEBRM728N,20221019,N,R,7.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IICMC728N,20220912,N,R,7.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IIEBV728N,20220909,N,R,19.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IIMRD728N,20220914,N,,15.0,,23F,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IKC3Q728N,20220828,N,R,12.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IKWMD728N,20220829,N,R,5.0,,23F,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0IRERH728N,20220818,N,,22.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,CT0ISF5H728N,20220925,N,,16.0,,23F,5.0,26B,7.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,I1ZTDLAG0W5,20221125,N,R,11.0,,23F,18.0,26B,24.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,I1ZTZZCG0W5,20221128,N,,17.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,NJ1U83S61AEM,20221130,N,,10.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,NJ1U8OLN1AEM,20221204,N,,6.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,OZ1N6 IHQ-F3,20221213,N,,7.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071300,GLENDALE,VS1I9QRVPU72,20221209,N,,5.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0071700,MESA,ZL9B 5MQ-F39,20220114,N,,2.0,,23H,5.0,240,5.0,23G,5.0,,,,,,,,,,,,,,,,,,
IR,AZ0071F00,QUEEN CREEK,391GRMQL6X I,20220401,N,,0.0,,23H,48.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0072900,TEMPE,L64OKB4-F39G,20220426,N,,1.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0072900,TEMPE,OZ7LJWVMQ-F3,20220720,N,,10.0,,23H,20.0,240,20.0,290,20.0,,,,,,,,,,,,,,,,,,
IR,AZ0072900,TEMPE,U71W0M72SCTD,20221009,N,,8.0,,23H,20.0,35A,20.0,35B,20.0,520,20.0,,,,,,,,,,,,,20.0,,,
IR,AZ0073100,TOLLESON,CT0QAOSD628N,20220421,N,,17.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0073100,TOLLESON,CT0QKOSQF28N,20220411,N,,14.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0076200,MARICOPA COMMUNITY COLLE,CT0B1VBU728N,20220808,N,,11.0,,23H,52.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0080400,LAKE HAVASU CITY,CT0VSCQU728N,20220930,N,,6.0,,23H,21.0,26A,20.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0080500,BULLHEAD CITY,VS-6YVSWPU72,20220928,N,,15.0,,23H,24.0,26A,24.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0110100,CASA GRANDE,2W2JPU72Z464,20220227,N,,15.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0131100,PRESCOTT VALLEY,PS-J407294 W,20220321,N,,11.0,Y,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0131100,PRESCOTT VALLEY,PS-J40729Y2I,20220313,N,,13.0,Y,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0131100,PRESCOTT VALLEY,PS-J4072IXT8,20220821,N,,15.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0131100,PRESCOTT VALLEY,PS-J4072IY28,20220729,N,,21.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0131100,PRESCOTT VALLEY,PS-J4072SL N,20221125,N,,9.0,,23H,20.0,26A,20.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0140000,YUMA,2W2JPU7282 X,20220104,N,,11.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0140000,YUMA,2W2JPU72962X,20220105,N,,11.0,,23H,57.0,280,57.0,,,,,,,,,,,,,,,,,,,,
IR,AZ0140000,YUMA,2W2JPU729C24,20220107,N,,8.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,AZ0140000,YUMA,2W2JPU72U7TD,20220113,N,,12.0,,23H,24.0,13B,24.0,,,,,,,,,,,,,,,,,40.0,,,
