CARGO_THEFT_RECORD_TYPE,ORI,AGENCY_NAME,INCIDENT_NUMBER,INCIDENT_DATE,DATA_SOURCE,REPORT_DATE_INDICATOR,INCIDENT_HOUR,CLEARED_EXCEPTIONALLY_INDICATOR,UCR_OFFENSE_CODE_1,LOCATION_CODE_1,UCR_OFFENSE_CODE_2,LOCATION_CODE_2,UCR_OFFENSE_CODE_3,LOCATION_CODE_3,UCR_OFFENSE_CODE_4,LOCATION_CODE_4,UCR_OFFENSE_CODE_5,LOCATION_CODE_5,UCR_OFFENSE_CODE_6,LOCATION_CODE_6,UCR_OFFENSE_CODE_7,LOCATION_CODE_7,UCR_OFFENSE_CODE_8,LOCATION_CODE_8,UCR_OFFENSE_CODE_9,LOCATION_CODE_9,UCR_OFFENSE_CODE_10,LOCATION_CODE_10,WEAPON_TYPE_1,WEAPON_AUTOMATIC_INDICATOR_1,VICTIM_TYPE_1,STOLEN_PROPERTY_DESCRIPTION_1
IR,GA0200100,KINGSLAND,2W2JPU7ZUC0I,20220801,N,,0.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0210100,METTER,2W2JQU728XJA,20221029,N,,2.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0220400,TEMPLE,CT0AKW3U728N,20220812,N,,1.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0250500,PORT WENTWORTH,281HPH7PJD1A,20221008,N,,16.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0290100,ATHENS-CLARKE COUNTY,Z82XWIH6L7X,20221214,N,,0.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0290100,ATHENS-CLARKE COUNTY,Z82XWIOKL7Z,20221208,N,,17.0,,23H,57.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0330200,COBB COUNTY POLICE DEPT,CT0DEWSR728N,20220909,N,,0.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0330200,COBB COUNTY POLICE DEPT,CT0GSMMR728N,20220812,N,,17.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0360000,COLUMBIA,C60BRYEC728N,20221213,N,,11.0,,23H,12.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0360000,COLUMBIA,CT01KEZ-728N,20221227,N,R,10.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,28-MP2H2ZD1A,20221212,N,,13.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,28-MP2Z2UD1A,20221214,N,,0.0,,23F,3.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,28-MP482JD1A,20221219,N,,12.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,28-MPB72UD1A,20221214,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BQ32C-X I,20221212,N,,19.0,,23F,39.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BQ3FC0X I,20221211,N,,5.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BQ75CTX I,20221210,N,,14.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BQMPCFX I,20221226,N,,1.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BQWSCTX I,20221218,N,,2.0,,23F,18.0,26B,18.0,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BR-PCNX I,20221230,N,,23.0,,23H,20.0,13B,20.0,,,,,,,,,,,,,,,,,40.0,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,39-BRVFCUX I,20221231,N,,16.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,I-PLRVAT0W5,20221220,N,,1.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,I-PU6IAI0W5,20221230,N,,3.0,,23H,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,L6-4J44VD39G,20221122,N,,18.0,,23F,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,L6-WKARVS39G,20221217,N,,8.0,,23F,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,L6-WKBRVV39G,20221222,N,,21.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,L6-WKSBV639G,20221209,N,,6.0,,23H,20.0,13C,20.0,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,L6-WKSEVS39G,20221208,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,N0-U7 J4BAEM,20220831,N,,9.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,NJ--7LI48AEM,20221222,N,,4.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,NJ--7LJ42AEM,20221221,N,,11.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,NJ--7NU4 AEM,20221212,N,,18.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,NJ--7O940AEM,20221217,N,,23.0,,23F,9.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,NJ--7OI42AEM,20221119,N,,10.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,NJ--7UL48AEM,20221225,N,,3.0,,23F,3.0,290,3.0,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,OP-NJN1IR-F3,20221015,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,OZ-GJOYIY-F3,20221213,N,,12.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,PU-0G 0WHSCT,20221112,N,,1.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,PU-1WJMW6SCT,20221220,N,,22.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,PU-1WNUW2SCT,20221203,N,,8.0,,23H,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,PU-1W WW4SCT,20221212,N,,0.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,U7-A5MYHHCTD,20221130,N,,23.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,U7-A5NYHFCTD,20221218,N,,18.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,U7-A5ZLH7CTD,20221209,N,,17.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,U7-A5ZPHKCTD,20221208,N,,15.0,,23F,18.0,13B,20.0,,,,,,,,,,,,,,,,,40.0,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,U7-AEH4HRCTD,20221224,N,,13.0,,23F,41.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,VS-ITA1WRU72,20220917,N,,23.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,VS-NJBKWRU72,20221228,N,,17.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,VS-NYV1WZU72,20221210,N,,11.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,VS-NYVIWRU72,20221212,N,,19.0,,23H,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,ZL-04V4BOF39,20221210,N,,23.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,ZL-04VYBXF39,20221208,N,,12.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,ZL-JI 4BOF39,20221017,N,,6.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,ZL-JNZBBOF39,20221110,N,,6.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0440200,DEKALB COUNTY POLICE DEP,ZU-J4KJBKF39,20221230,N,,12.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0450000,DODGE,281JP-FOTD1A,20221208,N,,21.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0450000,DODGE,CT0QRFRH728N,20220423,N,,21.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0480000,DOUGLAS,0S2I GKYPU72,20220827,N,,12.0,,23F,18.0,23H,18.0,26A,18.0,,,,,,,,,,,,,,,,,,
IR,GA0570200,ROME,CT0A0ARU728N,20221115,N,,10.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0570200,ROME,CT0GYVSU728N,20220913,N,,21.0,,23F,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,GA0590400,CANON,2W2JGUZ59G2O,20220804,N,,17.0,,23F,41.0,240,41.0,290,41.0,,,,,,,,,,,,,,,,,,
IR,GA0600000,FULTON,2W2JPUFN8G1A,20220907,N,,0.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0601300,FULTON COUNTY POLICE DPT,2W2JPU7LS41A,20220818,N,,18.0,,23H,48.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0601300,FULTON COUNTY POLICE DPT,2W2JPU7VI41A,20220616,N,,18.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0601300,FULTON COUNTY POLICE DPT,2W2JPU7VIC1A,20220616,N,,22.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0601300,FULTON COUNTY POLICE DPT,2W2JPU7VIL1A,20220616,N,,21.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0601300,FULTON COUNTY POLICE DPT,2W2JPU7VU21A,20220615,N,,22.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0601300,FULTON COUNTY POLICE DPT,2W2JPUF3LL1A,20221102,N,,9.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0607200,SOUTH FULTON,2W2JPUZN9L1A,20220602,N,,17.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0607200,SOUTH FULTON,3A20QVQG0G I,20221221,N,,21.0,,23F,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0620000,GLASCOCK,2W2JGUP5LGKR,20220930,N,,11.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0620000,GLASCOCK,2W2JGUX5LN8W,20220422,N,,10.0,,23H,10.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0630200,GLYNN COUNTY POLICE DEPT,2627VB6K 39G,20220918,N,,16.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0630200,GLYNN COUNTY POLICE DEPT,7L2URIO6XF39,20220812,N,,3.0,,23H,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0630200,GLYNN COUNTY POLICE DEPT,FU2-KGILBSCT,20220821,N,,19.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0670200,GWINNETT COUNTY POL DEPT,D-20QVFCPF2I,20221214,N,,15.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0670200,GWINNETT COUNTY POL DEPT,GU2JPUK3768A,20220902,N,,9.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0670200,GWINNETT COUNTY POL DEPT,GU2JPUKU8X A,20220824,N,,14.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0670200,GWINNETT COUNTY POL DEPT,GU2JPUR2IL0A,20220725,N,,5.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0720000,HARRIS,391BRE9O0X I,20221115,N,,0.0,Y,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0720000,HARRIS,CT01REZ9Q28N,20220221,N,,8.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0730000,HART,CT0DROEC728N,20220714,N,,18.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0730000,HART,CT0VROTM728N,20220504,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0750400,LOCUST GROVE,VZ-IYBEWMU72,20221205,N,,0.0,,23H,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0760200,WARNER ROBINS,NH2KFNIXTAEM,20221209,N,,23.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0780600,BRASELTON,2W2JPU7PI4BR,20220331,N,,9.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0800000,JEFF DAVIS,3A20DVSETU58,20221001,N,,12.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0820000,JENKINS,CT0DAEZQ-28N,20220713,N,,13.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA0870000,LAURENS,3A20DVSE7L8W,20221101,N,,19.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1060100,COLUMBUS,281JPB7ZI7TN,20221204,N,,23.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1060100,COLUMBUS,391BRVFPUL4G,20221110,N,,11.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1060100,COLUMBUS,U70XEZP-FN76,20220512,N,,2.0,,23H,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1060100,COLUMBUS,ZL10 5OBKOSS,20221118,N,,15.0,,23H,6.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1060100,COLUMBUS,ZL10  OBKRZL,20221127,N,,23.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1110100,FORT VALLEY,CT0DXV5LFD8N,20220706,N,,7.0,,23F,25.0,26B,25.0,,,,,,,,,,,,,,,,,,,,
IR,GA1110100,FORT VALLEY,CT0DXV5Q1C8N,20220710,N,,23.0,,23F,20.0,240,20.0,,,,,,,,,,,,,,,,,,,,
IR,GA1110100,FORT VALLEY,CT0QXVBQ-A8N,20220406,N,,14.0,,23F,17.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1120000,PICKENS,CT0DROEVF28N,20220723,N,,20.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1370000,TIFT,ZL-0W2HBLD1Y,20221030,N,,8.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1390000,TOWNS,CT0AAESU728N,20220811,N,,20.0,,23H,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1390000,TOWNS,CT0AAO3U728N,20220809,N,,21.0,,23F,10.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1390000,TOWNS,I1PTRC9G0W5,20221123,N,,22.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1390000,TOWNS,ZL10 IHQ-F39,20221029,N,,17.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1410200,LAGRANGE,Z82XWIYZMZ39,20221214,N,,10.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,GA1550000,WHITFIELD,P922WGZYHSCT,20220615,N,,12.0,,23H,19.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,2820LUOU7D1A,20220820,N,R,18.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,2820YUHP9D1A,20220823,N,,17.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,282J4U7VID1A,20220810,N,,0.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,282JKU8 UD1A,20220816,N,,1.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,282U5UX27D1A,20220916,N,,6.0,,23H,48.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,282WQUFZ7D1A,20221018,N,,3.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,282Z5U8NLD1A,20220906,N,,8.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,391MR-PPUX I,20220410,N,,13.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,3920QVKOZX I,20220801,N,,8.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,392-AVPOPX I,20220910,N,,22.0,,23H,5.0,290,5.0,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,392MWVMOUX I,20220721,N,,6.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,392PEVS80X I,20220906,N,,4.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0 0V5LF28N,20220204,N,,21.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0 1V3V-28N,20220205,N,,18.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT04EVQDP28N,20220118,N,,11.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0ASV5QS28N,20220325,N,,21.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0D0V3QP28N,20220316,N,,19.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0DEVRCF28N,20220319,N,,13.0,,23H,48.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0I0OMRT28N,20220406,N,,16.0,,23H,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0QEVT-V28N,20220217,N,,2.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0QRVER628N,20220209,N,,10.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0VROSQP28N,20220219,N,,14.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,CT0 YV3CQ28N,20220208,N,,1.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,I16T61Y60W5,20220603,N,,0.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,I1KT7XTC0W5,20220713,N,,13.0,,23F,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,PU1095I4KSCT,20220412,N,,20.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,PU159EJWUSCT,20220602,N,,14.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,ZL1B 5S4RF39,20220522,N,,20.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,ZL1X 5ARXF39,20220502,N,,22.0,,23F,23.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,ZL30O5J4LF39,20221109,N,,17.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,ZL32IKJKOF39,20221204,N,,4.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,ZL3BOKS6BF39,20221210,N,R,9.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,GAAPD0000,ATLANTA,ZL3JDKHYLF39,20221102,N,,1.0,,23F,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,GM0010000,GUAM POLICE DEPARTMENT,2W2JPU736CXI,20220717,N,,10.0,,23F,20.0,290,20.0,,,,,,,,,,,,,,,,,,,,
IR,GM0010000,GUAM POLICE DEPARTMENT,2W2JPU7396BR,20220425,N,,22.0,,23F,20.0,23H,20.0,,,,,,,,,,,,,,,,,,,,
IR,GM0010000,GUAM POLICE DEPARTMENT,2W2JPU73LL R,20220510,N,,17.0,,23H,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0070000,BLACK HAWK,C601IOEV728N,20220901,N,,0.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0070300,WATERLOO,CT0A-MEQ728N,20221020,N,,16.0,,23H,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0150000,CASS,CT0BEWZ9728N,20220614,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0150000,CASS,CT0BEWZC728N,20220531,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0150000,CASS,CT0BEWZD728N,20220512,N,,8.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0150000,CASS,CT0BEWZL728N,20220526,N,,8.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0150000,CASS,CT0BEWZQ728N,20220524,N,,0.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0150000,CASS,CT0BEWZR728N,20220607,N,,8.0,,23H,24.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0160100,TIPTON,CT04SOTQ728N,20221024,N,,18.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0420300,ELDORA,NJ-U7PU46AEM,20220423,N,,15.0,,23H,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0430000,HARRISON,CT0BAEBC728N,20220303,N,,10.0,,23H,20.0,240,20.0,,,,,,,,,,,,,,,,,,,,
IR,IA0700000,MUSCATINE,CT0VIFSC728N,20221220,N,,21.0,,23H,46.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770000,POLK,2W2JPU7264J,20221124,N,,8.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770000,POLK,2W2JPU7264JW,20221124,N,,9.0,,23F,25.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770000,POLK,2W2JPU7276K,20221226,N,,21.0,,23H,14.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770000,POLK,2W2JPU72Z4K,20221015,N,,17.0,,23F,53.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770000,POLK,2W2JPU72Z4T4,20221014,N,,8.0,,23F,13.0,23H,13.0,,,,,,,,,,,,,,,,,,,,
IR,IA0770000,POLK,2W2JPU72Z66O,20221005,N,,10.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU7397XN,20220501,N,,11.0,,23F,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73INXW,20220527,N,,14.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73IXXD,20220603,N,,22.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73S224,20220624,N,,13.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73SN O,20220616,N,,14.0,,23F,13.0,240,7.0,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73SXJ4,20220623,N,,7.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73U7BN,20220521,N,,2.0,,23F,7.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73Z78R,20220628,N,,13.0,,23F,9.0,26B,58.0,,,,,,,,,,,,,,,,,,,,
IR,IA0770300,DES MOINES,2W2JPU73Z7TO,20220628,N,,10.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0771400,PLEASANT HILL,2W2JPU72840D,20220520,N,,16.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,IA0771400,PLEASANT HILL,2W2JPU7284K8,20220602,N,,12.0,,23F,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010000,ADA,2W2JPU738G0D,20221109,N,,14.0,,23F,8.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010100,BOISE,2W2JPUO2I2JN,20220325,N,,9.0,,23H,45.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010100,BOISE,2W2JPUO2S6TD,20220407,N,,12.0,,23H,1.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010100,BOISE,2W2JPUO3L72N,20220708,N,,13.0,,23H,48.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010100,BOISE,2W2JPUOZ822D,20221214,N,,13.0,,23H,1.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010100,BOISE,2W2JPUOZ966I,20221221,N,,15.0,,23H,1.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010100,BOISE,2W2JPUOZ96B8,20221221,N,,16.0,,23H,1.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0010200,GARDEN CITY,HNDZLPJ4IO4T,20220920,N,,7.0,,23F,5.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0100200,IDAHO FALLS,2W2JPU7 JNKX,20221202,N,,12.0,,23H,18.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0220000,FREMONT,292J I8ZU7-A,20220517,N,,15.0,Y,23H,53.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0330000,MADISON,CT0IYOPU728N,20220918,N,R,23.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0380100,FRUITLAND,CT01KE5H728N,20221020,N,R,23.0,,23F,13.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0380100,FRUITLAND,CT04YV5D728N,20220919,N,R,23.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
IR,ID0380100,FRUITLAND,CT0B1BEC728N,20220424,N,R,23.0,,23H,20.0,,,,,,,,,,,,,,,,,,,,,,
